speakerGender,object,workerid,utterance,slide_number_in_experiment,Word,content,speakerName,response,exp,rt,Answer.time_in_minutes
M,,234,Was Hendrick's car expensive?,35,,Hendrick's car was expensive,Mark,0,control,4419,6.276366666666667
,Patricia,235,bot_check,1,,,,Patricia,,0,4.2001
M,,235,Did Brian verify that Hannah called her parents?,3,verify,Hannah called her parents,Christopher,0.02,stim,10718,4.2001
F,,235,Is Ray excited that Grace visited her sister?,4,excite,Grace visited her sister,Jessica,0.97,stim,6365,4.2001
M,,235,Did Colby gossip that Emma studied on Saturday morning?,5,gossip,Emma studied on Saturday morning,Mark,0.8,stim,7521,4.2001
M,,235,Is Andrew promised that Valerie booked the venue?,6,promise,Valerie booked the venue,Matthew,0.12,stim,9582,4.2001
M,,235,Did Nicole anticipate that Allen went to the museum?,7,anticipate,Allen went to the museum,Paul,0.49,stim,5303,4.2001
M,,235,Did Justin bet that Natasha got a promotion?,8,bet,Natasha got a promotion,James,0.04,stim,5599,4.2001
M,,235,Did Amanda elaborate that Owen shoveled snow last winter?,9,elaborate,Owen shoveled snow last winter,Robert,0.75,stim,6919,4.2001
F,,235,Did Regina enjoy that Jayden rented a car?,10,enjoy,Jayden rented a car,Elizabeth,0.97,stim,6474,4.2001
M,,235,Did Jerry resent that Audrey went to a party?,11,resent,Audrey went to a party,Thomas,0.97,stim,20702,4.2001
F,,235,Is Cynthia pained that Julian cleaned his room?,12,pain,Julian cleaned his room,Susan,0.99,stim,7032,4.2001
F,,235,Is Amy insulted that Cole celebrated his friend's birthday?,13,insult,Cole celebrated his friend's birthday,Kimberly,1,stim,7127,4.2001
M,,235,Is Zack coming to the meeting tomorrow?,14,,Zack is coming to the meeting tomorrow,Richard,0.03,control,6437,4.2001
F,,235,Did Catherine retract that Jason made a cake?,15,retract,Jason made a cake,Karen,0.02,stim,5163,4.2001
F,,235,Did Scott compute that Sophia got a tattoo?,16,compute,Sophia got a tattoo,Jennifer,0.18,stim,5422,4.2001
F,,235,Did Madison have a baby?,17,,Madison had a baby,Nancy,0.01,control,6608,4.2001
F,,235,Is Eli shocked that Josie went on vacation to France?,18,shock,Josie went on vacation to France,Michelle,0.98,stim,6586,4.2001
F,,235,Did Tim feel that Molly attended a conference last week?,19,feel,Molly attended a conference last week,Sandra,0.25,stim,7571,4.2001
F,,235,Was Hendrick's car expensive?,20,,Hendrick's car was expensive,Linda,0.02,control,5296,4.2001
F,,235,Did Bobby scream that Isabella ate a steak on Sunday?,21,scream,Isabella ate a steak on Sunday,Helen,0.1,stim,6882,4.2001
F,,235,Is Shirley charmed that Frank got a cat?,22,charm,Frank got a cat,Sarah,0.9,stim,5904,4.2001
F,,235,Did Ben envision that Mia drank 2 cocktails last night?,23,envision,Mia drank 2 cocktails last night,Dorothy,0.02,stim,7015,4.2001
F,,235,Is Patrick distressed that Danielle painted her room?,24,distress,Danielle painted her room,Donna,0.98,stim,5191,4.2001
F,,235,Is Noah fascinated that Emily bought a car yesterday?,25,facinate,Emily bought a car yesterday,Lisa,0.98,stim,4619,4.2001
F,,235,Is Anna troubled that Charley spilled the wine?,26,trouble,Charley spilled the wine,Carol,0.99,stim,6252,4.2001
F,,235,Is Mary's aunt sick?,27,,Mary's aunt is sick,Betty,0.01,control,4999,4.2001
F,,235,Did Ruth testify that Jon went out for dinner?,28,testify,Jon went out for dinner,Margaret,0.03,stim,5725,4.2001
M,,235,Did Stephanie require that Josh learned to ride a bike yesterday?,29,require,Josh learned to ride a bike yesterday,George,0,stim,6230,4.2001
M,,235,Is Melissa disgusted that Fred missed the train?,30,disgust,Fred missed the train,David,0.96,stim,4554,4.2001
M,,235,Did Brenda argue that Lucas bought new shoes?,31,argue,Lucas bought new shoes,William,0.71,stim,6132,4.2001
M,,235,Did Todd play football in high school?,32,,Todd played football in high school,Steven,0,control,4295,4.2001
M,,235,Is Vanessa good at math?,33,,Vanessa is good at math,Kenneth,0.02,control,4323,4.2001
M,,235,Is Rebecca thrilled that Connor fell from a tree?,34,thrill,Connor fell from a tree,Logan,0.98,stim,5792,4.2001
F,,235,Did Kevin dictate that Mary planted a tree?,35,dictate,Mary planted a tree,Ashley,0.81,stim,6666,4.2001
,Mary,236,bot_check,1,,,,Margaret,,0,15.38815
,Mary,236,bot_check,1,,,,Mary,,0,15.38815
M,,236,Did Todd play football in high school?,3,,Todd played football in high school,Kenneth,0.53,control,26843,15.38815
M,,236,Is Nicole excited that Jason made a cake?,4,excite,Jason made a cake,Logan,0.92,stim,18344,15.38815
M,,236,Did Tim shout that Courtney woke up early yesterday?,5,shout,Courtney woke up early yesterday,Steven,0.88,stim,8567,15.38815
M,,236,Is Sharon troubled that Danny ate the last cupcake?,6,trouble,Danny ate the last cupcake,James,0.9,stim,25003,15.38815
F,,236,Did Kevin love that Hannah called her parents?,7,love,Hannah called her parents,Donna,0.54,stim,53811,15.38815
F,,236,Did Shirley anticipate that Jayden rented a car?,8,anticipate,Jayden rented a car,Linda,0.79,stim,12185,15.38815
M,,236,Did Patrick enjoy that Zoe calculated the tip?,9,enjoy,Zoe calculated the tip,William,0.57,stim,14081,15.38815
F,,236,Did Kaitlin compute that Tony had a drink last night?,10,compute,Tony had a drink last night,Karen,0.52,stim,53764,15.38815
F,,236,Did Stephanie squeal that Jon went out for dinner?,11,squeal,Jon went out for dinner,Betty,0.6,stim,8342,15.38815
F,,236,Is Jerry amused that Emma studied on Saturday morning?,12,amuse,Emma studied on Saturday morning,Sarah,0.93,stim,9504,15.38815
F,,236,Did Melissa express that Louis went swimming?,13,express,Louis went swimming,Kimberly,0.52,stim,8255,15.38815
F,,236,Was Hendrick's car expensive?,14,,Hendrick's car was expensive,Ashley,0.4,control,13789,15.38815
F,,236,Did Justin scream that Valerie booked the venue?,15,scream,Valerie booked the venue,Sandra,0.57,stim,10249,15.38815
F,,236,Did Madison have a baby?,16,,Madison had a baby,Michelle,0.33,control,7284,15.38815
F,,236,Is Ray tortured that Olivia left her job?,17,torture,Olivia left her job,Nancy,0.53,stim,8587,15.38815
M,,236,Is Rebecca disgusted that Charley spilled the wine?,18,disgust,Charley spilled the wine,Robert,0.7,stim,19983,15.38815
M,,236,Did Amanda cringe that Jackson ran 10 miles?,19,cringe,Jackson ran 10 miles,George,0.52,stim,8822,15.38815
M,,236,Is Vanessa good at math?,20,,Vanessa is good at math,David,0.15,control,38440,15.38815
F,,236,Is Catherine alarmed that Lucas bought new shoes?,21,alarm,Lucas bought new shoes,Susan,0.7,stim,27124,15.38815
M,,236,Did Laura joke that Fred missed the train?,22,joke,Fred missed the train,Matthew,0.5,stim,10366,15.38815
M,,236,Is Dennis distressed that Danielle painted her room?,23,distress,Danielle painted her room,Richard,0.85,stim,36582,15.38815
F,,236,Is Zack coming to the meeting tomorrow?,24,,Zack is coming to the meeting tomorrow,Margaret,0.01,control,29676,15.38815
F,,236,Is Mary's aunt sick?,25,,Mary's aunt is sick,Jennifer,0.02,control,13695,15.38815
M,,236,Is Noah surprised that Sophia got a tattoo?,26,surprise,Sophia got a tattoo,Mark,0.54,stim,5721,15.38815
F,,236,Did Andrew pray that Isabella ate a steak on Sunday?,27,pray,Isabella ate a steak on Sunday,Lisa,0.45,stim,7185,15.38815
M,,236,Did Regina resent that Frank got a cat?,28,resent,Frank got a cat,Christopher,0.18,stim,6391,15.38815
F,,236,Did Brenda verify that Julian cleaned his room?,29,verify,Julian cleaned his room,Jessica,0.5,stim,4936,15.38815
F,,236,Did Bobby tweet that Emily bought a car yesterday?,30,tweet,Emily bought a car yesterday,Dorothy,0.45,stim,4969,15.38815
F,,236,Did Scott envision that Mary planted a tree?,31,envision,Mary planted a tree,Elizabeth,0.4,stim,19500,15.38815
F,,236,Did Ruth write that Owen shoveled snow last winter?,32,write,Owen shoveled snow last winter,Helen,0.48,stim,36344,15.38815
M,,236,Did Alan weep that Audrey went to a party?,33,weep,Audrey went to a party,Thomas,0.45,stim,7311,15.38815
F,,236,Is Eli irritated that Mia drank 2 cocktails last night?,34,irritate,Mia drank 2 cocktails last night,Carol,0.61,stim,12034,15.38815
M,,236,Did Brian suppose that Josie went on vacation to France?,35,suppose,Josie went on vacation to France,Paul,0.45,stim,6171,15.38815
,Susan,237,bot_check,1,,,,Susan,,0,0.5269
F,,237,Was Hendrick's car expensive?,3,,Hendrick's car was expensive,Susan,0.62,control,1049,0.5269
M,,237,Did Regina shout that Danny ate the last cupcake?,4,shout,Danny ate the last cupcake,Steven,0.53,stim,543,0.5269
M,,237,Did Andrew suppose that Emilia looked after the kids?,5,suppose,Emilia looked after the kids,James,0.31,stim,574,0.5269
F,,237,Did Kaitlin whine that Charley spilled the wine?,6,whine,Charley spilled the wine,Carol,0.49,stim,462,0.5269
F,,237,Did Cynthia celebrate that Lucas bought new shoes?,7,celebrate,Lucas bought new shoes,Lisa,0.56,stim,1189,0.5269
M,,237,Is Bobby tortured that Zoe calculated the tip?,8,torture,Zoe calculated the tip,Thomas,0.6,stim,856,0.5269
F,,237,Did Ben anticipate that Courtney woke up early yesterday?,9,anticipate,Courtney woke up early yesterday,Margaret,0.56,stim,224,0.5269
F,,237,Is Noah shocked that Molly attended a conference last week?,10,shock,Molly attended a conference last week,Sarah,0.57,stim,248,0.5269
F,,237,Did Madison have a baby?,11,,Madison had a baby,Dorothy,0.52,control,205,0.5269
F,,237,Is Zack coming to the meeting tomorrow?,12,,Zack is coming to the meeting tomorrow,Betty,0.37,control,226,0.5269
F,,237,Is Scott troubled that Mia drank 2 cocktails last night?,13,trouble,Mia drank 2 cocktails last night,Donna,0.38,stim,247,0.5269
M,,237,Did Amy argue that Julian cleaned his room?,14,argue,Julian cleaned his room,Matthew,0.37,stim,245,0.5269
M,,237,Is Colby insulted that Valerie booked the venue?,15,insult,Valerie booked the venue,Robert,0.42,stim,203,0.5269
F,,237,Did Brian pray that Hannah called her parents?,16,pray,Hannah called her parents,Linda,0.39,stim,226,0.5269
M,,237,Did Todd play football in high school?,17,,Todd played football in high school,Richard,0.61,control,430,0.5269
F,,237,Did Tim simulate that Audrey went to a party?,18,simulate,Audrey went to a party,Kimberly,0.69,stim,246,0.5269
F,,237,Did Brenda resent that Allen went to the museum?,19,resent,Allen went to the museum,Ashley,0.67,stim,204,0.5269
F,,237,Did Melissa murmur that Louis went swimming?,20,murmur,Louis went swimming,Elizabeth,0.64,stim,225,0.5269
F,,237,Did Catherine love that Fred missed the train?,21,love,Fred missed the train,Jennifer,0.57,stim,227,0.5269
F,,237,Did Rebecca cringe that Josh learned to ride a bike yesterday?,22,cringe,Josh learned to ride a bike yesterday,Sandra,0.51,stim,244,0.5269
F,,237,Is Ruth irritated that Jason made a cake?,23,irritate,Jason made a cake,Michelle,0.48,stim,205,0.5269
M,,237,Did Heather envision that Frank got a cat?,24,envision,Frank got a cat,Paul,0.45,stim,185,0.5269
M,,237,Did Stephanie enjoy that Jon went out for dinner?,25,enjoy,Jon went out for dinner,Logan,0.57,stim,1472,0.5269
M,,237,Did Jerry ignore that Josie went on vacation to France?,26,ignore,Josie went on vacation to France,Mark,0.57,stim,248,0.5269
F,,237,Did Eli joke that Emma studied on Saturday morning?,27,joke,Emma studied on Saturday morning,Helen,0.44,stim,246,0.5269
F,,237,Is Vanessa good at math?,28,,Vanessa is good at math,Nancy,0.51,control,391,0.5269
M,,237,Is Manuel fascinated that Grace visited her sister?,29,facinate,Grace visited her sister,Christopher,0.58,stim,410,0.5269
F,,237,Is Mary's aunt sick?,30,,Mary's aunt is sick,Karen,0.67,control,867,0.5269
M,,237,Did Anna think that Owen shoveled snow last winter?,31,think,Owen shoveled snow last winter,Kenneth,0.49,stim,183,0.5269
M,,237,Is Justin amused that Emily bought a car yesterday?,32,amuse,Emily bought a car yesterday,David,0.51,stim,226,0.5269
M,,237,Did Sharon bet that Connor fell from a tree?,33,bet,Connor fell from a tree,George,0.58,stim,1029,0.5269
F,,237,Did Francisco dictate that Sophia got a tattoo?,34,dictate,Sophia got a tattoo,Jessica,0.59,stim,466,0.5269
M,,237,Did Alan verify that Mary planted a tree?,35,verify,Mary planted a tree,William,0.41,stim,548,0.5269
,Margaret,238,bot_check,1,,,,Margaret,,0,7.942933333333333
F,,238,Did Bobby pray that Hannah called her parents?,3,pray,Hannah called her parents,Carol,0.28,stim,30337,7.942933333333333
F,,238,Is Mary's aunt sick?,4,,Mary's aunt is sick,Donna,0.04,control,4764,7.942933333333333
F,,238,Did Laura shout that Louis went swimming?,5,shout,Louis went swimming,Karen,0.23,stim,6218,7.942933333333333
F,,238,Did Ben celebrate that Isabella ate a steak on Sunday?,6,celebrate,Isabella ate a steak on Sunday,Betty,0.66,stim,9528,7.942933333333333
F,,238,Did Alan enjoy that Josie went on vacation to France?,7,enjoy,Josie went on vacation to France,Jennifer,0.83,stim,6214,7.942933333333333
F,,238,Did Catherine simulate that Owen shoveled snow last winter?,8,simulate,Owen shoveled snow last winter,Jessica,0.13,stim,8872,7.942933333333333
M,,238,Did Regina squeal that Dylan argued with his parents?,9,squeal,Dylan argued with his parents,Mark,0.79,stim,5961,7.942933333333333
F,,238,Did Patrick testify that Olivia left her job?,10,testify,Olivia left her job,Kimberly,0.77,stim,4927,7.942933333333333
M,,238,Is Manuel thrilled that Molly attended a conference last week?,11,thrill,Molly attended a conference last week,George,0.78,stim,6981,7.942933333333333
F,,238,Did Brian cringe that Grace visited her sister?,12,cringe,Grace visited her sister,Margaret,0.74,stim,8844,7.942933333333333
F,,238,Was Hendrick's car expensive?,13,,Hendrick's car was expensive,Sandra,0,control,6056,7.942933333333333
F,,238,Is Stephanie distressed that Charley spilled the wine?,14,distress,Charley spilled the wine,Sarah,0.89,stim,5507,7.942933333333333
F,,238,Did Dennis elaborate that Danielle painted her room?,15,elaborate,Danielle painted her room,Ashley,0.16,stim,6377,7.942933333333333
M,,238,Did Noah argue that Emilia looked after the kids?,16,argue,Emilia looked after the kids,Steven,0.16,stim,5141,7.942933333333333
F,,238,Is Anna shocked that Fred missed the train?,17,shock,Fred missed the train,Linda,0.91,stim,4509,7.942933333333333
F,,238,Did Amanda bet that Allen went to the museum?,18,bet,Allen went to the museum,Michelle,0.14,stim,7189,7.942933333333333
M,,238,Is Brenda embarrassed that Jackson ran 10 miles?,19,embarrass,Jackson ran 10 miles,Robert,0.8,stim,14880,7.942933333333333
M,,238,Did Cynthia weep that Connor fell from a tree?,20,weep,Connor fell from a tree,Thomas,0.78,stim,27484,7.942933333333333
M,,238,Is Vanessa good at math?,21,,Vanessa is good at math,Logan,0,control,4261,7.942933333333333
F,,238,Did Ray envision that Natasha got a promotion?,22,envision,Natasha got a promotion,Lisa,0.19,stim,6458,7.942933333333333
M,,238,Did Madison have a baby?,23,,Madison had a baby,William,0,control,4078,7.942933333333333
M,,238,Did Ruth retract that Danny ate the last cupcake?,24,retract,Danny ate the last cupcake,Paul,0.24,stim,5460,7.942933333333333
M,,238,Is Jerry irritated that Zoe calculated the tip?,25,irritate,Zoe calculated the tip,David,0.83,stim,4488,7.942933333333333
F,,238,Is Tim tortured that Emily bought a car yesterday?,26,torture,Emily bought a car yesterday,Elizabeth,0.78,stim,4417,7.942933333333333
M,,238,Did Rebecca dictate that Tony had a drink last night?,27,dictate,Tony had a drink last night,Kenneth,0.25,stim,5111,7.942933333333333
F,,238,Did Eli compute that Sophia got a tattoo?,28,compute,Sophia got a tattoo,Nancy,0.17,stim,121886,7.942933333333333
F,,238,Is Sharon charmed that Jayden rented a car?,29,charm,Jayden rented a car,Susan,0.83,stim,3661,7.942933333333333
M,,238,Did Nicole ignore that Cole celebrated his friend's birthday?,30,ignore,Cole celebrated his friend's birthday,Richard,0.82,stim,5987,7.942933333333333
F,,238,Did Todd play football in high school?,31,,Todd played football in high school,Dorothy,0,control,3443,7.942933333333333
M,,238,Is Kevin insulted that Audrey went to a party?,32,insult,Audrey went to a party,James,0.76,stim,3025,7.942933333333333
M,,238,Did Kathleen feel that Josh learned to ride a bike yesterday?,33,feel,Josh learned to ride a bike yesterday,Matthew,0.08,stim,5664,7.942933333333333
F,,238,Did Melissa joke that Frank got a cat?,34,joke,Frank got a cat,Helen,0.15,stim,5023,7.942933333333333
M,,238,Is Zack coming to the meeting tomorrow?,35,,Zack is coming to the meeting tomorrow,Christopher,0,control,56651,7.942933333333333
,Barbara,239,bot_check,1,,,,Barbara,,0,2.7303166666666665
F,,239,Is Dennis alarmed that Mia drank 2 cocktails last night?,3,alarm,Mia drank 2 cocktails last night,Jennifer,0.92,stim,13862,2.7303166666666665
M,,239,Is Brenda thrilled that Fred missed the train?,4,thrill,Fred missed the train,Matthew,0.92,stim,5210,2.7303166666666665
M,,239,Did Eli argue that Hannah called her parents?,5,argue,Hannah called her parents,Robert,0.9,stim,2997,2.7303166666666665
F,,239,Did Patrick squeal that Courtney woke up early yesterday?,6,squeal,Courtney woke up early yesterday,Lisa,1,stim,2389,2.7303166666666665
M,,239,Did Rebecca joke that Tony had a drink last night?,7,joke,Tony had a drink last night,Kenneth,0.97,stim,1569,2.7303166666666665
F,,239,Was Hendrick's car expensive?,8,,Hendrick's car was expensive,Jessica,1,control,2997,2.7303166666666665
F,,239,Did Justin require that Josie went on vacation to France?,9,require,Josie went on vacation to France,Sarah,0.44,stim,5880,2.7303166666666665
M,,239,Did Heather feel that Lucas bought new shoes?,10,feel,Lucas bought new shoes,William,0.68,stim,2563,2.7303166666666665
F,,239,Is Francisco insulted that Emilia looked after the kids?,11,insult,Emilia looked after the kids,Donna,1,stim,3201,2.7303166666666665
M,,239,Is Anna irritated that Louis went swimming?,12,irritate,Louis went swimming,David,0.97,stim,5731,2.7303166666666665
F,,239,Did Melissa weep that Connor fell from a tree?,13,weep,Connor fell from a tree,Ashley,1,stim,2688,2.7303166666666665
F,,239,Is Zack coming to the meeting tomorrow?,14,,Zack is coming to the meeting tomorrow,Margaret,0.2,control,3373,2.7303166666666665
M,,239,Did Manuel testify that Zoe calculated the tip?,15,testify,Zoe calculated the tip,Logan,0.26,stim,2559,2.7303166666666665
F,,239,Is Ray embarrassed that Emma studied on Saturday morning?,16,embarrass,Emma studied on Saturday morning,Kimberly,0.95,stim,2024,2.7303166666666665
F,,239,Is Kathleen troubled that Jason made a cake?,17,trouble,Jason made a cake,Helen,0.93,stim,1823,2.7303166666666665
M,,239,Did Laura express that Allen went to the museum?,18,express,Allen went to the museum,Steven,0.39,stim,3223,2.7303166666666665
F,,239,Is Mary's aunt sick?,19,,Mary's aunt is sick,Michelle,0.21,control,2707,2.7303166666666665
M,,239,Is Andrew promised that Molly attended a conference last week?,20,promise,Molly attended a conference last week,George,0.22,stim,5106,2.7303166666666665
M,,239,Did Ben expose that Audrey went to a party?,21,expose,Audrey went to a party,Richard,0.51,stim,5520,2.7303166666666665
M,,239,Did Stephanie retract that Jackson ran 10 miles?,22,retract,Jackson ran 10 miles,Paul,0.32,stim,4053,2.7303166666666665
M,,239,Did Todd play football in high school?,23,,Todd played football in high school,Mark,0.15,control,2686,2.7303166666666665
F,,239,Did Scott pray that Emily bought a car yesterday?,24,pray,Emily bought a car yesterday,Karen,0.16,stim,5989,2.7303166666666665
F,,239,Did Tim love that Valerie booked the venue?,25,love,Valerie booked the venue,Susan,1,stim,2552,2.7303166666666665
F,,239,Did Amanda tweet that Dylan argued with his parents?,26,tweet,Dylan argued with his parents,Sandra,0.92,stim,2694,2.7303166666666665
F,,239,Did Madison have a baby?,27,,Madison had a baby,Elizabeth,0.05,control,3154,2.7303166666666665
F,,239,Did Shirley whine that Julian cleaned his room?,28,whine,Julian cleaned his room,Carol,0.87,stim,3803,2.7303166666666665
F,,239,Is Catherine surprised that Owen shoveled snow last winter?,29,surprise,Owen shoveled snow last winter,Nancy,1,stim,2858,2.7303166666666665
F,,239,Is Vanessa good at math?,30,,Vanessa is good at math,Linda,0.06,control,3391,2.7303166666666665
M,,239,Did Noah gossip that Sophia got a tattoo?,31,gossip,Sophia got a tattoo,Thomas,0.86,stim,4282,2.7303166666666665
F,,239,Did Kevin compute that Natasha got a promotion?,32,compute,Natasha got a promotion,Dorothy,0.23,stim,2951,2.7303166666666665
M,,239,Is Alan aggravated that Danielle painted her room?,33,aggravate,Danielle painted her room,Christopher,1,stim,4527,2.7303166666666665
F,,239,Is Bobby charmed that Isabella ate a steak on Sunday?,34,charm,Isabella ate a steak on Sunday,Betty,0.96,stim,9772,2.7303166666666665
M,,239,Did Ruth enjoy that Charley spilled the wine?,35,enjoy,Charley spilled the wine,James,1,stim,3013,2.7303166666666665
,Barbara,240,bot_check,1,,,,barbara,,0,2.7898833333333335
M,,240,Is Brian pained that Valerie booked the venue?,3,pain,Valerie booked the venue,George,0.49,stim,8960,2.7898833333333335
F,,240,Did Anna fantasize that Connor fell from a tree?,4,fantasize,Connor fell from a tree,Donna,0.56,stim,2339,2.7898833333333335
M,,240,Is Jerry excited that Olivia left her job?,5,excite,Olivia left her job,Thomas,0.71,stim,2084,2.7898833333333335
F,,240,Is Vanessa good at math?,6,,Vanessa is good at math,Lisa,0.46,control,1705,2.7898833333333335
F,,240,Did Amanda express that Julian cleaned his room?,7,express,Julian cleaned his room,Jessica,0.7,stim,1410,2.7898833333333335
F,,240,Did Colby expose that Emma studied on Saturday morning?,8,expose,Emma studied on Saturday morning,Helen,0.59,stim,1665,2.7898833333333335
M,,240,Did Eli murmur that Courtney woke up early yesterday?,9,murmur,Courtney woke up early yesterday,James,0.54,stim,1314,2.7898833333333335
F,,240,Did Nicole testify that Fred missed the train?,10,testify,Fred missed the train,Kimberly,0.38,stim,1780,2.7898833333333335
F,,240,Did Tim cringe that Josie went on vacation to France?,11,cringe,Josie went on vacation to France,Linda,0.62,stim,1545,2.7898833333333335
F,,240,Did Kaitlin joke that Frank got a cat?,12,joke,Frank got a cat,Elizabeth,0.5,stim,2001,2.7898833333333335
M,,240,Did Todd play football in high school?,13,,Todd played football in high school,Kenneth,0.58,control,2356,2.7898833333333335
F,,240,Was Hendrick's car expensive?,14,,Hendrick's car was expensive,Susan,0.64,control,2094,2.7898833333333335
M,,240,Is Stephanie fascinated that Jayden rented a car?,15,facinate,Jayden rented a car,Matthew,0.52,stim,3298,2.7898833333333335
F,,240,Did Rebecca gossip that Dylan argued with his parents?,16,gossip,Dylan argued with his parents,Ashley,0.63,stim,3258,2.7898833333333335
F,,240,Is Andrew tortured that Natasha got a promotion?,17,torture,Natasha got a promotion,Sarah,0.44,stim,3291,2.7898833333333335
F,,240,Did Ray think that Mary planted a tree?,18,think,Mary planted a tree,Nancy,0.61,stim,4470,2.7898833333333335
M,,240,Is Scott alarmed that Emily bought a car yesterday?,19,alarm,Emily bought a car yesterday,Christopher,0.52,stim,2872,2.7898833333333335
F,,240,Is Regina disgusted that Lucas bought new shoes?,20,disgust,Lucas bought new shoes,Karen,0.59,stim,4250,2.7898833333333335
F,,240,Did Laura dictate that Charley spilled the wine?,21,dictate,Charley spilled the wine,Michelle,0.6,stim,3146,2.7898833333333335
M,,240,Did Madison have a baby?,22,,Madison had a baby,Mark,0.6,control,5061,2.7898833333333335
F,,240,Did Melissa resent that Jon went out for dinner?,23,resent,Jon went out for dinner,Betty,0.56,stim,2162,2.7898833333333335
M,,240,Is Sharon aggravated that Danny ate the last cupcake?,24,aggravate,Danny ate the last cupcake,Robert,0.68,stim,2115,2.7898833333333335
F,,240,Is Ben amused that Emilia looked after the kids?,25,amuse,Emilia looked after the kids,Jennifer,0.57,stim,2773,2.7898833333333335
M,,240,Did Heather squeal that Jason made a cake?,26,squeal,Jason made a cake,Logan,0.6,stim,2215,2.7898833333333335
M,,240,Is Mary's aunt sick?,27,,Mary's aunt is sick,Steven,0.53,control,2180,2.7898833333333335
M,,240,Is Alan promised that Danielle painted her room?,28,promise,Danielle painted her room,David,0.62,stim,2020,2.7898833333333335
M,,240,Did Cynthia enjoy that Cole celebrated his friend's birthday?,29,enjoy,Cole celebrated his friend's birthday,Paul,0.58,stim,2304,2.7898833333333335
M,,240,Did Patrick verify that Mia drank 2 cocktails last night?,30,verify,Mia drank 2 cocktails last night,Richard,0.66,stim,3269,2.7898833333333335
F,,240,Is Dennis embarrassed that Audrey went to a party?,31,embarrass,Audrey went to a party,Carol,0.56,stim,2360,2.7898833333333335
F,,240,Is Kathleen distressed that Tony had a drink last night?,32,distress,Tony had a drink last night,Margaret,0.68,stim,2758,2.7898833333333335
M,,240,Did Bobby envision that Molly attended a conference last week?,33,envision,Molly attended a conference last week,William,0.52,stim,3693,2.7898833333333335
F,,240,Did Kevin compute that Grace visited her sister?,34,compute,Grace visited her sister,Dorothy,0.6,stim,2538,2.7898833333333335
F,,240,Is Zack coming to the meeting tomorrow?,35,,Zack is coming to the meeting tomorrow,Sandra,0.52,control,2441,2.7898833333333335
,Barbara,241,bot_check,1,,,,Barbara,,0,5.010033333333333
F,,241,Was Hendrick's car expensive?,3,,Hendrick's car was expensive,Carol,0.68,control,2417,5.010033333333333
F,,241,Is Zack coming to the meeting tomorrow?,4,,Zack is coming to the meeting tomorrow,Sandra,0.77,control,3799,5.010033333333333
M,,241,Did Bobby write that Josie went on vacation to France?,5,write,Josie went on vacation to France,Mark,0.86,stim,3325,5.010033333333333
F,,241,Did Melissa anticipate that Louis went swimming?,6,anticipate,Louis went swimming,Helen,0.55,stim,2296,5.010033333333333
M,,241,Did Catherine ignore that Julian cleaned his room?,7,ignore,Julian cleaned his room,Robert,0.84,stim,2053,5.010033333333333
M,,241,Did Eli shout that Valerie booked the venue?,8,shout,Valerie booked the venue,James,0.64,stim,2076,5.010033333333333
M,,241,Is Ben aggravated that Isabella ate a steak on Sunday?,9,aggravate,Isabella ate a steak on Sunday,Richard,0.85,stim,1629,5.010033333333333
F,,241,Did Cynthia envision that Connor fell from a tree?,10,envision,Connor fell from a tree,Margaret,0.63,stim,1856,5.010033333333333
M,,241,Is Justin excited that Molly attended a conference last week?,11,excite,Molly attended a conference last week,Logan,0.87,stim,2124,5.010033333333333
M,,241,Did Shirley gossip that Charley spilled the wine?,12,gossip,Charley spilled the wine,George,0.58,stim,5485,5.010033333333333
F,,241,Did Regina require that Allen went to the museum?,13,require,Allen went to the museum,Jennifer,0.79,stim,2282,5.010033333333333
F,,241,Did Kathleen verify that Frank got a cat?,14,verify,Frank got a cat,Susan,0.89,stim,2095,5.010033333333333
M,,241,Is Noah pained that Mia drank 2 cocktails last night?,15,pain,Mia drank 2 cocktails last night,Matthew,0.6,stim,1755,5.010033333333333
M,,241,Did Anna elaborate that Fred missed the train?,16,elaborate,Fred missed the train,Kenneth,0.71,stim,2365,5.010033333333333
F,,241,Did Amanda dictate that Jayden rented a car?,17,dictate,Jayden rented a car,Betty,0.47,stim,1863,5.010033333333333
F,,241,Did Todd play football in high school?,18,,Todd played football in high school,Nancy,0.75,control,2868,5.010033333333333
F,,241,Is Stephanie tortured that Lucas bought new shoes?,19,torture,Lucas bought new shoes,Karen,0.91,stim,3281,5.010033333333333
F,,241,Did Laura fantasize that Danny ate the last cupcake?,20,fantasize,Danny ate the last cupcake,Elizabeth,0.51,stim,1666,5.010033333333333
F,,241,Did Alan pray that Emily bought a car yesterday?,21,pray,Emily bought a car yesterday,Lisa,0.67,stim,1870,5.010033333333333
F,,241,Did Brenda celebrate that Jackson ran 10 miles?,22,celebrate,Jackson ran 10 miles,Sarah,0.75,stim,1896,5.010033333333333
M,,241,Did Sharon joke that Tony had a drink last night?,23,joke,Tony had a drink last night,Paul,0.51,stim,1863,5.010033333333333
F,,241,Is Jerry insulted that Olivia left her job?,24,insult,Olivia left her job,Ashley,0.79,stim,2552,5.010033333333333
M,,241,Is Amy amused that Josh learned to ride a bike yesterday?,25,amuse,Josh learned to ride a bike yesterday,William,0.67,stim,4931,5.010033333333333
F,,241,Is Vanessa good at math?,26,,Vanessa is good at math,Donna,0.81,control,1804,5.010033333333333
