workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,error
174,experiment,anticipate,Courtney woke up early yesterday,stim,,yes,6877,41,F,Sarah,Did Scott anticipate that Courtney woke up early yesterday?,
55,experiment,,,,,5eb757be8aa2326797c223cf,0,1,,,,
55,experiment,,,,Linda,Linda,0,2,,,bot_check,
55,experiment,,Todd played football in high school,control,,no,2400,9,M,Richard,Did Todd play football in high school?,
55,experiment,torture,Louis went swimming,stim,,yes,5136,10,F,Sandra,Is Laura tortured that Louis went swimming?,
55,experiment,,Vanessa is good at math,control,,no,1634,11,F,Donna,Is Vanessa good at math?,
55,experiment,distress,Natasha got a promotion,stim,,yes,3216,12,F,Betty,Is Colby distressed that Natasha got a promotion?,
55,experiment,feel,Emily bought a car yesterday,stim,,yes,4130,13,F,Ashley,Did Francisco feel that Emily bought a car yesterday?,
55,experiment,dictate,Tony had a drink last night,stim,,yes,2998,14,F,Karen,Did Ruth dictate that Tony had a drink last night?,
55,experiment,,Mary's aunt is sick,control,,no,1806,15,M,Kenneth,Is Mary's aunt sick?,
55,experiment,,Hendrick's car was expensive,control,,no,2511,16,M,George,Was Hendrick's car expensive?,
55,experiment,,Madison had a baby,control,,no,1803,17,F,Michelle,Did Madison have a baby?,
55,experiment,irritate,Danielle painted her room,stim,,yes,2540,18,F,Margaret,Is Ray irritated that Danielle painted her room?,
55,experiment,verify,Emma studied on Saturday morning,stim,,yes,3498,19,F,Kimberly,Did Dennis verify that Emma studied on Saturday morning?,
55,experiment,scream,Olivia left her job,stim,,yes,2306,20,M,David,Did Ben scream that Olivia left her job?,
55,experiment,fantasize,Frank got a cat,stim,,no,3101,21,M,Matthew,Did Sharon fantasize that Frank got a cat?,
55,experiment,testify,Julian cleaned his room,stim,,no,6324,22,M,Paul,Did Catherine testify that Julian cleaned his room?,
55,experiment,elaborate,Mary planted a tree,stim,,no,2809,23,M,Robert,Did Alan elaborate that Mary planted a tree?,
55,experiment,whine,Grace visited her sister,stim,,yes,2391,24,F,Jessica,Did Eli whine that Grace visited her sister?,
55,experiment,expose,Molly attended a conference last week,stim,,yes,3249,25,F,Sarah,Did Tim expose that Molly attended a conference last week?,
55,experiment,thrill,Dylan argued with his parents,stim,,yes,2625,26,M,James,Is Cynthia thrilled that Dylan argued with his parents?,
55,experiment,cringe,Owen shoveled snow last winter,stim,,yes,2251,27,F,Lisa,Did Kaitlin cringe that Owen shoveled snow last winter?,
55,experiment,simulate,Courtney woke up early yesterday,stim,,no,2338,28,F,Helen,Did Kevin simulate that Courtney woke up early yesterday?,
55,experiment,,Zack is coming to the meeting tomorrow,control,,no,2109,29,F,Jennifer,Is Zack coming to the meeting tomorrow?,
55,experiment,alarm,Cole celebrated his friend's birthday,stim,,yes,2977,30,M,William,Is Heather alarmed that Cole celebrated his friend's birthday?,
55,experiment,express,Danny ate the last cupcake,stim,,no,4180,31,F,Nancy,Did Rebecca express that Danny ate the last cupcake?,
55,experiment,envision,Jason made a cake,stim,,no,2897,32,F,Susan,Did Regina envision that Jason made a cake?,
55,experiment,disgust,Valerie booked the venue,stim,,yes,2379,33,M,Logan,Is Scott disgusted that Valerie booked the venue?,
55,experiment,ignore,Josie went on vacation to France,stim,,yes,1983,34,M,Mark,Did Manuel ignore that Josie went on vacation to France?,
55,experiment,trouble,Sophia got a tattoo,stim,,yes,1524,35,M,Thomas,Is Patrick troubled that Sophia got a tattoo?,
55,experiment,tweet,Charley spilled the wine,stim,,yes,2354,36,M,Christopher,Did Anna tweet that Charley spilled the wine?,
55,experiment,charm,Audrey went to a party,stim,,yes,1597,37,F,Carol,Is Justin charmed that Audrey went to a party?,
55,experiment,excite,Allen went to the museum,stim,,yes,1653,38,F,Elizabeth,Is Amy excited that Allen went to the museum?,
55,experiment,suppose,Isabella ate a steak on Sunday,stim,,yes,3253,39,F,Linda,Did Brian suppose that Isabella ate a steak on Sunday?,
55,experiment,write,Lucas bought new shoes,stim,,yes,2352,40,F,Dorothy,Did Melissa write that Lucas bought new shoes?,
55,experiment,joke,Zoe calculated the tip,stim,,yes,2807,41,M,Steven,Did Noah joke that Zoe calculated the tip?,
184,experiment,,,,,5e3b0059e8f21231ec2f26d3,0,1,,,,
184,experiment,,,,Mary,Mary,0,2,,,bot_check,
184,experiment,verify,Frank got a cat,stim,,no,Late,9,M,Christopher,Did Sharon verify that Frank got a cat?,
184,experiment,,Vanessa is good at math,control,,no,2844,10,F,Carol,Is Vanessa good at math?,
184,experiment,joke,Grace visited her sister,stim,,no,2607,11,F,Helen,Did Justin joke that Grace visited her sister?,
184,experiment,shock,Connor fell from a tree,stim,,yes,4791,12,F,Sarah,Is Nicole shocked that Connor fell from a tree?,
184,experiment,dictate,Allen went to the museum,stim,,no,4676,13,M,Richard,Did Cynthia dictate that Allen went to the museum?,
184,experiment,squeal,Mary planted a tree,stim,,no,4794,14,M,Matthew,Did Ray squeal that Mary planted a tree?,
184,experiment,tweet,Molly attended a conference last week,stim,,no,4396,15,M,William,Did Bobby tweet that Molly attended a conference last week?,
184,experiment,compute,Dylan argued with his parents,stim,,no,3694,16,M,Steven,Did Brenda compute that Dylan argued with his parents?,
184,experiment,write,Courtney woke up early yesterday,stim,,no,5721,17,F,Elizabeth,Did Jerry write that Courtney woke up early yesterday?,
184,experiment,torture,Danny ate the last cupcake,stim,,yes,6864,18,F,Sandra,Is Rebecca tortured that Danny ate the last cupcake?,
184,experiment,,Todd played football in high school,control,,no,2441,19,F,Betty,Did Todd play football in high school?,
184,experiment,thrill,Cole celebrated his friend's birthday,stim,,no,3115,20,M,Kenneth,Is Amanda thrilled that Cole celebrated his friend's birthday?,
184,experiment,,Madison had a baby,control,,no,1691,21,F,Linda,Did Madison have a baby?,
184,experiment,gossip,Jason made a cake,stim,,no,3056,22,F,Jessica,Did Kaitlin gossip that Jason made a cake?,
184,experiment,aggravate,Josh learned to ride a bike yesterday,stim,,yes,6088,23,F,Karen,Is Melissa aggravated that Josh learned to ride a bike yesterday?,
184,experiment,expose,Emilia looked after the kids,stim,,no,3904,24,F,Kimberly,Did Kevin expose that Emilia looked after the kids?,
184,experiment,scream,Olivia left her job,stim,,no,2569,25,M,Thomas,Did Colby scream that Olivia left her job?,
184,experiment,love,Jayden rented a car,stim,,no,5626,26,F,Donna,Did Kathleen love that Jayden rented a car?,
184,experiment,disgust,Valerie booked the venue,stim,,no,2965,27,F,Jennifer,Is Brian disgusted that Valerie booked the venue?,
184,experiment,elaborate,Mia drank 2 cocktails last night,stim,,no,3496,28,F,Michelle,Did Andrew elaborate that Mia drank 2 cocktails last night?,
184,experiment,pray,Charley spilled the wine,stim,,no,5086,29,M,James,Did Regina pray that Charley spilled the wine?,
184,experiment,celebrate,Danielle painted her room,stim,,yes,4943,30,F,Susan,Did Dennis celebrate that Danielle painted her room?,
184,experiment,anticipate,Lucas bought new shoes,stim,,no,3636,31,M,Mark,Did Ruth anticipate that Lucas bought new shoes?,
184,experiment,bet,Sophia got a tattoo,stim,,no,2852,32,M,Robert,Did Tim bet that Sophia got a tattoo?,
184,experiment,,Hendrick's car was expensive,control,,no,3130,33,F,Nancy,Was Hendrick's car expensive?,
184,experiment,whine,Tony had a drink last night,stim,,no,1717,34,M,Paul,Did Laura whine that Tony had a drink last night?,
184,experiment,,Mary's aunt is sick,control,,no,1493,35,M,George,Is Mary's aunt sick?,
184,experiment,envision,Louis went swimming,stim,,no,3127,36,F,Margaret,Did Catherine envision that Louis went swimming?,
184,experiment,enjoy,Jackson ran 10 miles,stim,,no,1858,37,M,David,Did Amy enjoy that Jackson ran 10 miles?,
184,experiment,distress,Owen shoveled snow last winter,stim,,yes,4190,38,F,Dorothy,Is Stephanie distressed that Owen shoveled snow last winter?,
184,experiment,irritate,Emma studied on Saturday morning,stim,,yes,3321,39,F,Lisa,Is Noah irritated that Emma studied on Saturday morning?,
184,experiment,offend,Audrey went to a party,stim,,yes,2328,40,F,Ashley,Is Scott offended that Audrey went to a party?,
184,experiment,,Zack is coming to the meeting tomorrow,control,,no,1478,41,M,Logan,Is Zack coming to the meeting tomorrow?,
31,experiment,,,,,5e677008721c1e000b525509,0,1,,,,
31,experiment,,,,Barbara,Barbara,0,2,,,bot_check,
31,experiment,,Hendrick's car was expensive,control,,no,2982,9,F,Ashley,Was Hendrick's car expensive?,
31,experiment,think,Mia drank 2 cocktails last night,stim,,no,3414,10,M,William,Did Scott think that Mia drank 2 cocktails last night?,
31,experiment,murmur,Danny ate the last cupcake,stim,,no,2663,11,F,Sarah,Did Regina murmur that Danny ate the last cupcake?,
31,experiment,,Madison had a baby,control,,no,2316,12,F,Lisa,Did Madison have a baby?,
31,experiment,,Zack is coming to the meeting tomorrow,control,,no,2219,13,M,Richard,Is Zack coming to the meeting tomorrow?,
31,experiment,tweet,Emilia looked after the kids,stim,,no,3885,14,F,Kimberly,Did Alan tweet that Emilia looked after the kids?,
31,experiment,scream,Courtney woke up early yesterday,stim,,no,7103,15,M,Paul,Did Dennis scream that Courtney woke up early yesterday?,
31,experiment,disgust,Julian cleaned his room,stim,,no,2839,16,F,Carol,Is Cynthia disgusted that Julian cleaned his room?,
31,experiment,weep,Cole celebrated his friend's birthday,stim,,no,2808,17,M,Mark,Did Heather weep that Cole celebrated his friend's birthday?,
31,experiment,require,Tony had a drink last night,stim,,no,2972,18,F,Elizabeth,Did Kaitlin require that Tony had a drink last night?,
31,experiment,pain,Fred missed the train,stim,,no,2276,19,F,Helen,Is Rebecca pained that Fred missed the train?,
31,experiment,gossip,Allen went to the museum,stim,,no,2985,20,F,Jennifer,Did Catherine gossip that Allen went to the museum?,
31,experiment,suppose,Jackson ran 10 miles,stim,,no,2162,21,F,Donna,Did Laura suppose that Jackson ran 10 miles?,
31,experiment,express,Lucas bought new shoes,stim,,no,4444,22,M,George,Did Nicole express that Lucas bought new shoes?,
31,experiment,,Vanessa is good at math,control,,no,3298,23,F,Sandra,Is Vanessa good at math?,
31,experiment,enjoy,Isabella ate a steak on Sunday,stim,,no,2921,24,M,Robert,Did Justin enjoy that Isabella ate a steak on Sunday?,
31,experiment,bet,Zoe calculated the tip,stim,,no,5128,25,M,Christopher,Did Patrick bet that Zoe calculated the tip?,
31,experiment,,Mary's aunt is sick,control,,no,3280,26,F,Dorothy,Is Mary's aunt sick?,
31,experiment,anticipate,Josh learned to ride a bike yesterday,stim,,,Late,27,F,Susan,Did Kathleen anticipate that Josh learned to ride a bike yesterday?,
31,experiment,irritate,Dylan argued with his parents,stim,,yes,7255,28,F,Karen,Is Amy irritated that Dylan argued with his parents?,
31,experiment,,Todd played football in high school,control,,no,3734,29,F,Margaret,Did Todd play football in high school?,
31,experiment,pray,Owen shoveled snow last winter,stim,,no,5713,30,M,Kenneth,Did Anna pray that Owen shoveled snow last winter?,
31,experiment,excite,Jon went out for dinner,stim,,yes,5549,31,F,Betty,Is Brenda excited that Jon went out for dinner?,
31,experiment,shock,Molly attended a conference last week,stim,,yes,5909,32,M,Matthew,Is Jerry shocked that Molly attended a conference last week?,
31,experiment,insult,Emma studied on Saturday morning,stim,,yes,6549,33,M,Steven,Is Colby insulted that Emma studied on Saturday morning?,
31,experiment,surprise,Hannah called her parents,stim,,yes,5833,34,M,James,Is Kevin surprised that Hannah called her parents?,
31,experiment,offend,Valerie booked the venue,stim,,yes,5258,35,F,Nancy,Is Francisco offended that Valerie booked the venue?,
31,experiment,whine,Emily bought a car yesterday,stim,,yes,2826,36,M,Logan,Did Noah whine that Emily bought a car yesterday?,
31,experiment,write,Josie went on vacation to France,stim,,no,7016,37,M,David,Did Eli write that Josie went on vacation to France?,
31,experiment,joke,Natasha got a promotion,stim,,no,4267,38,F,Michelle,Did Tim joke that Natasha got a promotion?,
31,experiment,expose,Frank got a cat,stim,,no,5134,39,M,Thomas,Did Melissa expose that Frank got a cat?,
31,experiment,charm,Mary planted a tree,stim,,yes,4910,40,F,Jessica,Is Brian charmed that Mary planted a tree?,
31,experiment,amuse,Jayden rented a car,stim,,yes,5873,41,F,Linda,Is Sharon amused that Jayden rented a car?,
105,experiment,,,,,5a65daf2c0d836000107d1ba,0,1,,,,
105,experiment,,,,Mary,Mary,0,2,,,bot_check,
105,experiment,excite,Jason made a cake,stim,,yes,2974,9,F,Elizabeth,Is Stephanie excited that Jason made a cake?,
105,experiment,,Todd played football in high school,control,,no,2538,10,F,Helen,Did Todd play football in high school?,
105,experiment,think,Charley spilled the wine,stim,,no,4807,11,F,Margaret,Did Anna think that Charley spilled the wine?,
105,experiment,,Mary's aunt is sick,control,,no,3133,12,F,Sandra,Is Mary's aunt sick?,
105,experiment,require,Isabella ate a steak on Sunday,stim,,yes,4847,13,M,David,Did Ben require that Isabella ate a steak on Sunday?,
105,experiment,gossip,Hannah called her parents,stim,,yes,4088,14,F,Jennifer,Did Scott gossip that Hannah called her parents?,
105,experiment,shock,Danny ate the last cupcake,stim,,yes,2686,15,M,Thomas,Is Sharon shocked that Danny ate the last cupcake?,
105,experiment,expose,Jayden rented a car,stim,,yes,3462,16,F,Michelle,Did Cynthia expose that Jayden rented a car?,
105,experiment,charm,Zoe calculated the tip,stim,,yes,2840,17,F,Ashley,Is Alan charmed that Zoe calculated the tip?,
105,experiment,pray,Josie went on vacation to France,stim,,no,3932,18,M,Logan,Did Eli pray that Josie went on vacation to France?,
105,experiment,squeal,Frank got a cat,stim,,yes,2696,19,M,Robert,Did Brenda squeal that Frank got a cat?,
105,experiment,dictate,Courtney woke up early yesterday,stim,,no,3612,20,F,Karen,Did Noah dictate that Courtney woke up early yesterday?,
105,experiment,embarrass,Emma studied on Saturday morning,stim,,yes,2558,21,F,Betty,Is Brian embarrassed that Emma studied on Saturday morning?,
105,experiment,love,Lucas bought new shoes,stim,,yes,2227,22,M,Richard,Did Kaitlin love that Lucas bought new shoes?,
105,experiment,retract,Grace visited her sister,stim,,no,3709,23,M,James,Did Dennis retract that Grace visited her sister?,
105,experiment,ignore,Natasha got a promotion,stim,,yes,2836,24,F,Sarah,Did Patrick ignore that Natasha got a promotion?,
105,experiment,torture,Allen went to the museum,stim,,yes,3471,25,F,Lisa,Is Regina tortured that Allen went to the museum?,
105,experiment,bet,Olivia left her job,stim,,no,2986,26,F,Jessica,Did Ray bet that Olivia left her job?,
105,experiment,,Vanessa is good at math,control,,no,1754,27,F,Dorothy,Is Vanessa good at math?,
105,experiment,feel,Fred missed the train,stim,,no,3598,28,M,Matthew,Did Amy feel that Fred missed the train?,
105,experiment,fantasize,Cole celebrated his friend's birthday,stim,,no,3119,29,M,Paul,Did Heather fantasize that Cole celebrated his friend's birthday?,
105,experiment,anticipate,Josh learned to ride a bike yesterday,stim,,yes,3738,30,M,George,Did Melissa anticipate that Josh learned to ride a bike yesterday?,
105,experiment,,Zack is coming to the meeting tomorrow,control,,no,2076,31,F,Linda,Is Zack coming to the meeting tomorrow?,
105,experiment,,Madison had a baby,control,,no,1568,32,F,Susan,Did Madison have a baby?,
105,experiment,scream,Audrey went to a party,stim,,no,4062,33,M,Mark,Did Bobby scream that Audrey went to a party?,
105,experiment,joke,Louis went swimming,stim,,no,3205,34,F,Donna,Did Catherine joke that Louis went swimming?,
105,experiment,argue,Connor fell from a tree,stim,,no,2581,35,M,Christopher,Did Laura argue that Connor fell from a tree?,
105,experiment,aggravate,Sophia got a tattoo,stim,,yes,1885,36,M,William,Is Jerry aggravated that Sophia got a tattoo?,
105,experiment,murmur,Emilia looked after the kids,stim,,no,3425,37,M,Kenneth,Did Kevin murmur that Emilia looked after the kids?,
105,experiment,offend,Mary planted a tree,stim,,yes,1732,38,F,Nancy,Is Colby offended that Mary planted a tree?,
105,experiment,,Hendrick's car was expensive,control,,no,1983,39,F,Carol,Was Hendrick's car expensive?,
105,experiment,weep,Molly attended a conference last week,stim,,yes,2419,40,F,Kimberly,Did Manuel weep that Molly attended a conference last week?,
105,experiment,surprise,Tony had a drink last night,stim,,yes,1977,41,M,Steven,Is Amanda surprised that Tony had a drink last night?,
119,experiment,,,,,5f6587e7fb48d8109d6dc16f,0,1,,,,
119,experiment,,,,Susan,Susan,0,2,,,bot_check,
119,experiment,cringe,Lucas bought new shoes,stim,,yes,6274,9,F,Michelle,Did Heather cringe that Lucas bought new shoes?,
119,experiment,tweet,Julian cleaned his room,stim,,no,8509,10,M,David,Did Catherine tweet that Julian cleaned his room?,
119,experiment,resent,Frank got a cat,stim,,yes,5824,11,F,Jennifer,Did Shirley resent that Frank got a cat?,
119,experiment,promise,Mia drank 2 cocktails last night,stim,,no,7471,12,F,Linda,Did Ray promise that Mia drank 2 cocktails last night?,
119,experiment,joke,Fred missed the train,stim,,yes,3797,13,F,Donna,Did Melissa joke that Fred missed the train?,
119,experiment,squeal,Audrey went to a party,stim,,yes,9332,14,M,Christopher,Did Bobby squeal that Audrey went to a party?,
119,experiment,offend,Jason made a cake,stim,,yes,8702,15,F,Dorothy,Is Nicole offended that Jason made a cake?,
119,experiment,celebrate,Danielle painted her room,stim,,no,8462,16,M,Logan,Did Eli celebrate that Danielle painted her room?,
119,experiment,pray,Jon went out for dinner,stim,,yes,5618,17,M,Kenneth,Did Amanda pray that Jon went out for dinner?,
119,experiment,express,Jackson ran 10 miles,stim,,no,8688,18,M,Richard,Did Ruth express that Jackson ran 10 miles?,
119,experiment,testify,Emily bought a car yesterday,stim,,yes,8059,19,F,Sandra,Did Kevin testify that Emily bought a car yesterday?,
119,experiment,think,Valerie booked the venue,stim,,no,5947,20,F,Kimberly,Did Manuel think that Valerie booked the venue?,
119,experiment,shock,Tony had a drink last night,stim,,yes,4190,21,F,Margaret,Is Anna shocked that Tony had a drink last night?,
119,experiment,whine,Mary planted a tree,stim,,no,3556,22,F,Helen,Did Scott whine that Mary planted a tree?,
119,experiment,,Hendrick's car was expensive,control,,yes,627,23,M,George,Was Hendrick's car expensive?,
119,experiment,,Todd played football in high school,control,,no,3450,24,F,Nancy,Did Todd play football in high school?,
119,experiment,irritate,Connor fell from a tree,stim,,yes,3849,25,F,Jessica,Is Rebecca irritated that Connor fell from a tree?,
119,experiment,surprise,Jayden rented a car,stim,,yes,3535,26,F,Ashley,Is Stephanie surprised that Jayden rented a car?,
119,experiment,,Zack is coming to the meeting tomorrow,control,,no,2151,27,F,Carol,Is Zack coming to the meeting tomorrow?,
119,experiment,,Vanessa is good at math,control,,no,5658,28,M,James,Is Vanessa good at math?,
119,experiment,disgust,Sophia got a tattoo,stim,,yes,1728,29,M,Thomas,Is Patrick disgusted that Sophia got a tattoo?,
119,experiment,,Madison had a baby,control,,no,4000,30,M,Matthew,Did Madison have a baby?,
119,experiment,fantasize,Molly attended a conference last week,stim,,no,5994,31,M,William,Did Justin fantasize that Molly attended a conference last week?,
119,experiment,murmur,Hannah called her parents,stim,,no,4839,32,M,Steven,Did Francisco murmur that Hannah called her parents?,
119,experiment,charm,Isabella ate a steak on Sunday,stim,,yes,3520,33,F,Susan,Is Alan charmed that Isabella ate a steak on Sunday?,
119,experiment,amuse,Emilia looked after the kids,stim,,yes,4296,34,M,Mark,Is Noah amused that Emilia looked after the kids?,
119,experiment,ignore,Grace visited her sister,stim,,no,2684,35,F,Lisa,Did Brian ignore that Grace visited her sister?,
119,experiment,pain,Courtney woke up early yesterday,stim,,yes,5848,36,M,Paul,Is Dennis pained that Courtney woke up early yesterday?,
119,experiment,,Mary's aunt is sick,control,,no,6699,37,F,Elizabeth,Is Mary's aunt sick?,
119,experiment,bet,Danny ate the last cupcake,stim,,no,4273,38,F,Betty,Did Cynthia bet that Danny ate the last cupcake?,
119,experiment,suppose,Louis went swimming,stim,,yes,2670,39,F,Karen,Did Amy suppose that Louis went swimming?,
119,experiment,shout,Josie went on vacation to France,stim,,yes,2160,40,F,Sarah,Did Jerry shout that Josie went on vacation to France?,
119,experiment,torture,Owen shoveled snow last winter,stim,,yes,3915,41,M,Robert,Is Kaitlin tortured that Owen shoveled snow last winter?,
99,experiment,,,,,5af799f857516b0001412679,0,1,,,,
99,experiment,,,,Jessica,Jessica,0,2,,,bot_check,
99,experiment,tweet,Jason made a cake,stim,,no,5642,9,F,Jessica,Did Regina tweet that Jason made a cake?,
99,experiment,,Mary's aunt is sick,control,,no,3712,10,M,Logan,Is Mary's aunt sick?,
99,experiment,think,Sophia got a tattoo,stim,,no,4217,11,M,George,Did Ray think that Sophia got a tattoo?,
99,experiment,alarm,Grace visited her sister,stim,,no,4018,12,F,Sarah,Is Dennis alarmed that Grace visited her sister?,
99,experiment,,Todd played football in high school,control,,no,3072,13,F,Helen,Did Todd play football in high school?,
99,experiment,write,Natasha got a promotion,stim,,no,4125,14,M,Thomas,Did Tim write that Natasha got a promotion?,
99,experiment,suppose,Mary planted a tree,stim,,no,4184,15,M,David,Did Bobby suppose that Mary planted a tree?,
99,experiment,anticipate,Jon went out for dinner,stim,,no,6786,16,F,Lisa,Did Catherine anticipate that Jon went out for dinner?,
99,experiment,thrill,Frank got a cat,stim,,yes,6125,17,F,Nancy,Is Laura thrilled that Frank got a cat?,
99,experiment,joke,Valerie booked the venue,stim,,yes,5154,18,F,Carol,Did Jerry joke that Valerie booked the venue?,
99,experiment,irritate,Emma studied on Saturday morning,stim,,yes,4621,19,F,Sandra,Is Francisco irritated that Emma studied on Saturday morning?,
99,experiment,envision,Josh learned to ride a bike yesterday,stim,,no,4997,20,F,Jennifer,Did Brenda envision that Josh learned to ride a bike yesterday?,
99,experiment,charm,Fred missed the train,stim,,yes,4046,21,F,Ashley,Is Cynthia charmed that Fred missed the train?,
99,experiment,testify,Dylan argued with his parents,stim,,no,4508,22,F,Kimberly,Did Stephanie testify that Dylan argued with his parents?,
99,experiment,facinate,Connor fell from a tree,stim,,yes,3811,23,M,Richard,Is Ruth fascinated that Connor fell from a tree?,
99,experiment,,Hendrick's car was expensive,control,,no,3120,24,F,Susan,Was Hendrick's car expensive?,
99,experiment,,Madison had a baby,control,,no,2420,25,M,Mark,Did Madison have a baby?,
99,experiment,bet,Emily bought a car yesterday,stim,,no,4252,26,F,Margaret,Did Alan bet that Emily bought a car yesterday?,
99,experiment,amuse,Zoe calculated the tip,stim,,yes,3344,27,M,Steven,Is Manuel amused that Zoe calculated the tip?,
99,experiment,resent,Jackson ran 10 miles,stim,,yes,3106,28,F,Betty,Did Kathleen resent that Jackson ran 10 miles?,
99,experiment,aggravate,Isabella ate a steak on Sunday,stim,,yes,7499,29,M,Kenneth,Is Andrew aggravated that Isabella ate a steak on Sunday?,
99,experiment,embarrass,Danielle painted her room,stim,,yes,3685,30,F,Dorothy,Is Patrick embarrassed that Danielle painted her room?,
99,experiment,dictate,Josie went on vacation to France,stim,,yes,6729,31,M,James,Did Brian dictate that Josie went on vacation to France?,
99,experiment,ignore,Mia drank 2 cocktails last night,stim,,yes,4940,32,M,Paul,Did Noah ignore that Mia drank 2 cocktails last night?,
99,experiment,,Zack is coming to the meeting tomorrow,control,,no,2081,33,F,Michelle,Is Zack coming to the meeting tomorrow?,
99,experiment,disgust,Hannah called her parents,stim,,yes,2434,34,F,Donna,Is Ben disgusted that Hannah called her parents?,
99,experiment,argue,Julian cleaned his room,stim,,no,3563,35,F,Linda,Did Anna argue that Julian cleaned his room?,
99,experiment,trouble,Emilia looked after the kids,stim,,yes,3288,36,M,Christopher,Is Justin troubled that Emilia looked after the kids?,
99,experiment,verify,Audrey went to a party,stim,,no,5041,37,F,Karen,Did Eli verify that Audrey went to a party?,
99,experiment,weep,Olivia left her job,stim,,yes,3721,38,M,Matthew,Did Kevin weep that Olivia left her job?,
99,experiment,,Vanessa is good at math,control,,no,3305,39,M,William,Is Vanessa good at math?,
99,experiment,squeal,Molly attended a conference last week,stim,,no,4992,40,F,Elizabeth,Did Scott squeal that Molly attended a conference last week?,
99,experiment,enjoy,Cole celebrated his friend's birthday,stim,,yes,5209,41,M,Robert,Did Rebecca enjoy that Cole celebrated his friend's birthday?,
28,experiment,,,,,5fa98fd42438bf189c4b3b65,0,1,,,,
28,experiment,,,,Jessica,Jessica,0,2,,,bot_check,
28,experiment,insult,Hannah called her parents,stim,,no,3615,9,F,Jessica,Is Manuel insulted that Hannah called her parents?,
28,experiment,,Zack is coming to the meeting tomorrow,control,,no,1601,10,F,Betty,Is Zack coming to the meeting tomorrow?,
28,experiment,fantasize,Jason made a cake,stim,,no,3049,11,M,Christopher,Did Melissa fantasize that Jason made a cake?,
28,experiment,envision,Mia drank 2 cocktails last night,stim,,no,7521,12,M,Thomas,Did Colby envision that Mia drank 2 cocktails last night?,
28,experiment,ignore,Josh learned to ride a bike yesterday,stim,,yes,6897,13,M,Mark,Did Anna ignore that Josh learned to ride a bike yesterday?,
28,experiment,,Hendrick's car was expensive,control,,no,3153,14,F,Donna,Was Hendrick's car expensive?,
28,experiment,,Todd played football in high school,control,,no,3659,15,M,George,Did Todd play football in high school?,
28,experiment,cringe,Danielle painted her room,stim,,yes,5292,16,M,Matthew,Did Tim cringe that Danielle painted her room?,
28,experiment,celebrate,Emma studied on Saturday morning,stim,,yes,5889,17,M,James,Did Alan celebrate that Emma studied on Saturday morning?,
28,experiment,simulate,Fred missed the train,stim,,no,7217,18,F,Lisa,Did Nicole simulate that Fred missed the train?,
28,experiment,whine,Dylan argued with his parents,stim,,yes,4555,19,M,Kenneth,Did Stephanie whine that Dylan argued with his parents?,
28,experiment,offend,Molly attended a conference last week,stim,,yes,6206,20,F,Elizabeth,Is Eli offended that Molly attended a conference last week?,
28,experiment,excite,Danny ate the last cupcake,stim,,yes,3235,21,F,Nancy,Is Catherine excited that Danny ate the last cupcake?,
28,experiment,shout,Audrey went to a party,stim,,no,4925,22,M,Paul,Did Ben shout that Audrey went to a party?,
28,experiment,testify,Zoe calculated the tip,stim,,yes,5815,23,F,Karen,Did Brian testify that Zoe calculated the tip?,
28,experiment,embarrass,Cole celebrated his friend's birthday,stim,,yes,3812,24,M,Richard,Is Sharon embarrassed that Cole celebrated his friend's birthday?,
28,experiment,enjoy,Olivia left her job,stim,,yes,2826,25,F,Sarah,Did Dennis enjoy that Olivia left her job?,
28,experiment,pain,Isabella ate a steak on Sunday,stim,,yes,5735,26,F,Ashley,Is Andrew pained that Isabella ate a steak on Sunday?,
28,experiment,love,Mary planted a tree,stim,,yes,2266,27,F,Michelle,Did Patrick love that Mary planted a tree?,
28,experiment,express,Emily bought a car yesterday,stim,,yes,6969,28,M,Robert,Did Francisco express that Emily bought a car yesterday?,
28,experiment,feel,Valerie booked the venue,stim,,yes,4478,29,M,Steven,Did Kevin feel that Valerie booked the venue?,
28,experiment,,Mary's aunt is sick,control,,no,4058,30,F,Kimberly,Is Mary's aunt sick?,
28,experiment,gossip,Emilia looked after the kids,stim,,yes,6341,31,F,Sandra,Did Bobby gossip that Emilia looked after the kids?,
28,experiment,verify,Grace visited her sister,stim,,no,7343,32,F,Linda,Did Noah verify that Grace visited her sister?,
28,experiment,think,Jon went out for dinner,stim,,no,7101,33,F,Jennifer,Did Heather think that Jon went out for dinner?,
28,experiment,,Vanessa is good at math,control,,no,4555,34,M,Logan,Is Vanessa good at math?,
28,experiment,argue,Lucas bought new shoes,stim,,yes,5989,35,F,Carol,Did Brenda argue that Lucas bought new shoes?,
28,experiment,suppose,Josie went on vacation to France,stim,,no,7894,36,F,Margaret,Did Ray suppose that Josie went on vacation to France?,
28,experiment,expose,Allen went to the museum,stim,,yes,3891,37,M,David,Did Amanda expose that Allen went to the museum?,
28,experiment,compute,Jackson ran 10 miles,stim,,yes,4465,38,F,Susan,Did Cynthia compute that Jackson ran 10 miles?,
28,experiment,joke,Louis went swimming,stim,,no,6633,39,F,Dorothy,Did Rebecca joke that Louis went swimming?,
28,experiment,,Madison had a baby,control,,no,2940,40,F,Helen,Did Madison have a baby?,
